"OrderDate","Category","City","Country","CustomerName","Discount","OrderID","PostalCode","ProductName","Profit","Quantity","Region","Sales","Segment","ShipDate","ShipMode","State","Sub_Category","DaystoShipActual","SalesForecast","ShipStatus","DaystoShipScheduled","OrderProfitable","SalesperCustomer","ProfitRatio","SalesaboveTarget","latitude","longitude"
"2013-06-18T00:00:00.000Z","Furniture","Longmont","United States","Lena Creighton","0.2","CA-2013-107146","80501","Rubbermaid ClusterMat Chairmats, Mat Size- 66 x 60, Lip 20 x 11 -90 Degree Angle","-13","3","West","266","Consumer","2013-06-20T00:00:00.000Z","First Class","Colorado","Furnishings","2","349","Shipped Late","1","null","266.35","-5.0","null","40.1779","-105.1009"
"2013-06-18T00:00:00.000Z","Furniture","Los Angeles","United States","Mike Vittorini","0.15","CA-2013-123512","90045","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","14","2","West","240","Consumer","2013-06-20T00:00:00.000Z","First Class","California","Bookcases","2","314","Shipped Late","1","null","239.67","5.9","null","33.9631","-118.3941"
"2013-06-18T00:00:00.000Z","Furniture","Rochester","United States","Denise Monton","0.4","CA-2013-129861","14609","Hon 2111 Invitation Series Corner Table","-214","3","East","377","Corporate","2013-06-24T00:00:00.000Z","Standard Class","New York","Tables","6","494","Shipped On Time","6","null","376.87","-56.7","null","43.174","-77.5637"
"2013-06-18T00:00:00.000Z","Furniture","Troy","United States","Ted Butterfield","0.1","CA-2013-111682","12180","Novimex Turbo Task Chair","7","5","East","319","Consumer","2013-06-19T00:00:00.000Z","First Class","New York","Chairs","1","419","Shipped On Time","1","null","319.41","2.2","null","42.7287","-73.6683"
"2013-06-18T00:00:00.000Z","Office Supplies","Los Angeles","United States","Mike Vittorini","0.0","CA-2013-123512","90045","Avery 496","11","6","West","23","Consumer","2013-06-20T00:00:00.000Z","First Class","California","Labels","2","29","Shipped Late","1","null","22.5","48.0","null","33.9631","-118.3941"
"2013-06-18T00:00:00.000Z","Office Supplies","Los Angeles","United States","Mike Vittorini","0.0","CA-2013-123512","90045","Xerox 1914","108","4","West","220","Consumer","2013-06-20T00:00:00.000Z","First Class","California","Paper","2","288","Shipped Late","1","null","219.84","49.0","null","33.9631","-118.3941"
"2013-06-18T00:00:00.000Z","Office Supplies","New York City","United States","Fred McMath","0.0","CA-2013-145842","10024","Rogers Jumbo File, Granite","0","3","East","41","Consumer","2013-06-21T00:00:00.000Z","Second Class","New York","Storage","3","53","Shipped On Time","3","null","40.74","1.0","null","40.7864","-73.9764"
"2013-06-18T00:00:00.000Z","Office Supplies","San Diego","United States","Ivan Gibson","0.0","CA-2013-159345","92024","Xerox 1934","55","2","West","112","Consumer","2013-06-23T00:00:00.000Z","Standard Class","California","Paper","5","147","Shipped Early","6","null","111.96","49.0","null","33.0535","-117.2689"
"2013-06-18T00:00:00.000Z","Office Supplies","Troy","United States","Ted Butterfield","0.0","CA-2013-111682","12180","Array Parchment Paper, Assorted Colors","7","2","East","15","Consumer","2013-06-19T00:00:00.000Z","First Class","New York","Paper","1","19","Shipped On Time","1","null","14.56","48.0","null","42.7287","-73.6683"
"2013-06-18T00:00:00.000Z","Office Supplies","Troy","United States","Ted Butterfield","0.0","CA-2013-111682","12180","Home/Office Personal File Carts","52","6","East","209","Consumer","2013-06-19T00:00:00.000Z","First Class","New York","Storage","1","273","Shipped On Time","1","null","208.56","25.0","null","42.7287","-73.6683"
"2013-06-18T00:00:00.000Z","Office Supplies","Troy","United States","Ted Butterfield","0.2","CA-2013-111682","12180","Plastic Binding Combs","16","4","East","48","Consumer","2013-06-19T00:00:00.000Z","First Class","New York","Binders","1","64","Shipped On Time","1","null","48.48","33.8","null","42.7287","-73.6683"
"2013-06-18T00:00:00.000Z","Office Supplies","Troy","United States","Ted Butterfield","0.0","CA-2013-111682","12180","Prang Dustless Chalk Sticks","1","1","East","2","Consumer","2013-06-19T00:00:00.000Z","First Class","New York","Art","1","2","Shipped On Time","1","null","1.68","50.0","null","42.7287","-73.6683"
"2013-06-18T00:00:00.000Z","Office Supplies","Troy","United States","Ted Butterfield","0.0","CA-2013-111682","12180","Xerox 232","16","5","East","32","Consumer","2013-06-19T00:00:00.000Z","First Class","New York","Paper","1","42","Shipped On Time","1","null","32.4","48.0","null","42.7287","-73.6683"
"2013-06-18T00:00:00.000Z","Office Supplies","Waterbury","United States","Christine Phan","0.0","CA-2013-133613","6708","Ibico Presentation Index for Binding Systems","4","2","East","8","Corporate","2013-06-23T00:00:00.000Z","Standard Class","Connecticut","Binders","5","10","Shipped Early","6","null","7.96","47.0","null","41.5511","-73.0645"
"2013-06-18T00:00:00.000Z","Office Supplies","Waterbury","United States","Christine Phan","0.0","CA-2013-133613","6708","Newell 35","3","3","East","10","Corporate","2013-06-23T00:00:00.000Z","Standard Class","Connecticut","Art","5","13","Shipped Early","6","null","9.84","29.0","null","41.5511","-73.0645"
"2013-06-18T00:00:00.000Z","Technology","Troy","United States","Ted Butterfield","0.0","CA-2013-111682","12180","Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive","3","2","East","30","Consumer","2013-06-19T00:00:00.000Z","First Class","New York","Accessories","1","39","Shipped On Time","1","null","30.0","11.0","null","42.7287","-73.6683"
"2013-06-18T00:00:00.000Z","Technology","Waterbury","United States","Christine Phan","0.0","CA-2013-133613","6708","Wireless Extenders zBoost YX545 SOHO Signal Booster","153","3","East","567","Corporate","2013-06-23T00:00:00.000Z","Standard Class","Connecticut","Phones","5","743","Shipped Early","6","null","566.97","27.0","null","41.5511","-73.0645"
"2013-06-19T00:00:00.000Z","Office Supplies","Frankfort","United States","Bobby Trafton","0.2","US-2013-163461","60423","Xerox 1937","27","2","Central","77","Consumer","2013-06-22T00:00:00.000Z","First Class","Illinois","Paper","3","101","Shipped Late","1","null","76.86","35.0","null","41.5094","-87.8248"
"2013-06-19T00:00:00.000Z","Office Supplies","Philadelphia","United States","Stewart Carmichael","0.7","CA-2013-131744","19134","DXL Angle-View Binders with Locking Rings by Samsill","-4","2","East","5","Corporate","2013-06-21T00:00:00.000Z","Second Class","Pennsylvania","Binders","2","6","Shipped Early","3","null","4.63","-83.3","null","39.9925","-75.1133"
"2013-06-19T00:00:00.000Z","Office Supplies","Philadelphia","United States","Stewart Carmichael","0.2","CA-2013-131744","19134","Harmony Air Purifier","91","3","East","454","Corporate","2013-06-21T00:00:00.000Z","Second Class","Pennsylvania","Appliances","2","594","Shipped Early","3","null","453.6","20.0","null","39.9925","-75.1133"
"2013-06-19T00:00:00.000Z","Office Supplies","Philadelphia","United States","Stewart Carmichael","0.2","CA-2013-131744","19134","Xerox 1900","2","2","East","7","Corporate","2013-06-21T00:00:00.000Z","Second Class","Pennsylvania","Paper","2","9","Shipped Early","3","null","6.85","31.3","null","39.9925","-75.1133"
"2013-06-20T00:00:00.000Z","Office Supplies","San Francisco","United States","Karen Carlisle","0.0","CA-2013-105760","94110","Message Book, Standard Line While You Were Out, 5 1/2 X 4, 200 Sets/Book","8","2","West","17","Corporate","2013-06-21T00:00:00.000Z","First Class","California","Paper","1","22","Shipped On Time","1","null","17.12","47.0","null","37.7509","-122.4153"
"2013-06-21T00:00:00.000Z","Furniture","Oklahoma City","United States","Bill Shonely","0.0","CA-2013-149965","73120","Executive Impressions 13 Clairmont Wall Clock","24","3","Central","58","Corporate","2013-06-26T00:00:00.000Z","Standard Class","Oklahoma","Furnishings","5","76","Shipped Early","6","null","57.69","41.0","null","35.5835","-97.5638"
"2013-06-21T00:00:00.000Z","Furniture","Pasadena","United States","Roy Collins","0.2","CA-2013-141397","91104","Hon Valutask Swivel Chairs","-8","2","West","162","Consumer","2013-06-22T00:00:00.000Z","First Class","California","Chairs","1","212","Shipped On Time","1","null","161.57","-5.0","null","34.1678","-118.1261"
"2013-06-21T00:00:00.000Z","Office Supplies","Carrollton","United States","Erin Ashbrook","0.2","CA-2013-108581","75007","Xerox 206","4","2","Central","10","Corporate","2013-06-27T00:00:00.000Z","Standard Class","Texas","Paper","6","14","Shipped On Time","6","null","10.37","35.0","null","33.0033","-96.882"
"2013-06-21T00:00:00.000Z","Office Supplies","Pasadena","United States","Roy Collins","0.0","CA-2013-141397","91104","Belkin 6 Outlet Metallic Surge Strip","6","2","West","22","Consumer","2013-06-22T00:00:00.000Z","First Class","California","Appliances","1","29","Shipped On Time","1","null","21.78","26.0","null","34.1678","-118.1261"
"2013-06-21T00:00:00.000Z","Office Supplies","Pasadena","United States","Roy Collins","0.0","CA-2013-141397","91104","Fellowes Bankers Box Recycled Super Stor/Drawer","10","3","West","162","Consumer","2013-06-22T00:00:00.000Z","First Class","California","Storage","1","212","Shipped On Time","1","null","161.94","6.0","null","34.1678","-118.1261"
"2013-06-21T00:00:00.000Z","Office Supplies","Pasadena","United States","Roy Collins","0.2","CA-2013-141397","91104","GBC Plastic Binding Combs","6","3","West","18","Consumer","2013-06-22T00:00:00.000Z","First Class","California","Binders","1","23","Shipped On Time","1","null","17.71","36.3","null","34.1678","-118.1261"
"2013-06-21T00:00:00.000Z","Office Supplies","Pasadena","United States","Roy Collins","0.0","CA-2013-141397","91104","Xerox 1898","22","7","West","47","Consumer","2013-06-22T00:00:00.000Z","First Class","California","Paper","1","61","Shipped On Time","1","null","46.76","48.0","null","34.1678","-118.1261"
"2013-06-21T00:00:00.000Z","Office Supplies","Philadelphia","United States","Catherine Glotzbach","0.7","CA-2013-140081","19120","JM Magazine Binder","-22","6","East","30","Home Office","2013-06-25T00:00:00.000Z","Standard Class","Pennsylvania","Binders","4","39","Shipped Early","6","null","29.72","-73.3","null","40.0343","-75.1213"
"2013-06-21T00:00:00.000Z","Office Supplies","Philadelphia","United States","Catherine Glotzbach","0.2","CA-2013-140081","19120","Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators","34","2","East","448","Home Office","2013-06-25T00:00:00.000Z","Standard Class","Pennsylvania","Appliances","4","587","Shipped Early","6","null","447.7","7.5","null","40.0343","-75.1213"
"2013-06-21T00:00:00.000Z","Office Supplies","Philadelphia","United States","Catherine Glotzbach","0.2","CA-2013-140081","19120","Wirebound Message Books, 2 7/8 x 5, 3 Forms per Page","15","8","East","45","Home Office","2013-06-25T00:00:00.000Z","Standard Class","Pennsylvania","Paper","4","59","Shipped Early","6","null","45.06","33.8","null","40.0343","-75.1213"
"2013-06-21T00:00:00.000Z","Office Supplies","Philadelphia","United States","Catherine Glotzbach","0.2","CA-2013-140081","19120","Xerox 202","5","3","East","16","Home Office","2013-06-25T00:00:00.000Z","Standard Class","Pennsylvania","Paper","4","20","Shipped Early","6","null","15.55","35.0","null","40.0343","-75.1213"
"2013-06-21T00:00:00.000Z","Office Supplies","Salinas","United States","Dave Poirier","0.0","CA-2013-152534","93905","DIXON Oriole Pencils","1","2","West","5","Corporate","2013-06-26T00:00:00.000Z","Second Class","California","Art","5","7","Shipped Late","3","null","5.16","26.0","null","36.6811","-121.6176"
"2013-06-21T00:00:00.000Z","Office Supplies","Salinas","United States","Dave Poirier","0.0","CA-2013-152534","93905","Xerox 202","19","6","West","39","Corporate","2013-06-26T00:00:00.000Z","Second Class","California","Paper","5","51","Shipped Late","3","null","38.88","48.0","null","36.6811","-121.6176"
"2013-06-21T00:00:00.000Z","Technology","Carrollton","United States","Erin Ashbrook","0.2","CA-2013-108581","75007","Logitech Trackman Marble Mouse","26","4","Central","96","Corporate","2013-06-27T00:00:00.000Z","Standard Class","Texas","Accessories","6","126","Shipped On Time","6","null","95.97","27.5","null","33.0033","-96.882"
"2013-06-21T00:00:00.000Z","Technology","Dover","United States","Lena Hernandez","0.0","CA-2013-169194","19901","Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive","5","3","East","45","Consumer","2013-06-26T00:00:00.000Z","Standard Class","Delaware","Accessories","5","59","Shipped Early","6","null","45.0","11.0","null","39.1564","-75.4955"
"2013-06-21T00:00:00.000Z","Technology","Dover","United States","Lena Hernandez","0.0","CA-2013-169194","19901","LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite","6","2","East","22","Consumer","2013-06-26T00:00:00.000Z","Standard Class","Delaware","Phones","5","29","Shipped Early","6","null","21.8","28.0","null","39.1564","-75.4955"
"2013-06-21T00:00:00.000Z","Technology","Oklahoma City","United States","Bill Shonely","0.0","CA-2013-149965","73120","Imation 30456 USB Flash Drive 8GB","1","1","Central","7","Corporate","2013-06-26T00:00:00.000Z","Standard Class","Oklahoma","Accessories","5","9","Shipped Early","6","null","6.9","8.0","null","35.5835","-97.5638"
"2013-06-22T00:00:00.000Z","Furniture","New York City","United States","Adam Shillingsburg","0.2","CA-2013-119865","10011","OSullivan Living Dimensions 5-Shelf Bookcases","-44","2","East","354","Consumer","2013-06-27T00:00:00.000Z","Standard Class","New York","Bookcases","5","463","Shipped Early","6","null","353.57","-12.5","null","40.7402","-73.9996"
"2013-06-22T00:00:00.000Z","Office Supplies","Chicago","United States","Ken Brennan","0.8","CA-2013-168361","60623","Avery Durable Slant Ring Binders With Label Holder","-1","1","Central","1","Corporate","2013-06-26T00:00:00.000Z","Standard Class","Illinois","Binders","4","1","Shipped Early","6","null","0.84","-160.0","null","41.849","-87.7157"
"2013-06-22T00:00:00.000Z","Office Supplies","New York City","United States","Adam Shillingsburg","0.2","CA-2013-119865","10011","Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2 x 11","60","6","East","186","Consumer","2013-06-27T00:00:00.000Z","Standard Class","New York","Binders","5","244","Shipped Early","6","null","186.14","32.5","null","40.7402","-73.9996"
"2013-06-22T00:00:00.000Z","Office Supplies","New York City","United States","Adam Shillingsburg","0.2","CA-2013-119865","10011","SpineVue Locking Slant-D Ring Binders by Cardinal","13","5","East","37","Consumer","2013-06-27T00:00:00.000Z","Standard Class","New York","Binders","5","48","Shipped Early","6","null","36.56","35.0","null","40.7402","-73.9996"
"2013-06-24T00:00:00.000Z","Office Supplies","Buffalo","United States","Maureen Gnade","0.0","US-2013-142685","14215","Compact Automatic Electric Letter Opener","17","7","East","835","Consumer","2013-07-01T00:00:00.000Z","Standard Class","New York","Supplies","7","1094","Shipped Late","6","null","835.17","2.0","null","42.9335","-78.8115"
"2013-06-24T00:00:00.000Z","Office Supplies","New York City","United States","Irene Maddox","0.0","CA-2013-140501","10009","Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White","56","4","East","122","Consumer","2013-06-29T00:00:00.000Z","Standard Class","New York","Labels","5","160","Shipped Early","6","null","122.12","46.0","null","40.7262","-73.9796"
"2013-06-24T00:00:00.000Z","Office Supplies","New York City","United States","Irene Maddox","0.0","CA-2013-140501","10009","Avery 52","9","5","East","18","Consumer","2013-06-29T00:00:00.000Z","Standard Class","New York","Labels","5","24","Shipped Early","6","null","18.45","47.0","null","40.7262","-73.9796"
"2013-06-24T00:00:00.000Z","Office Supplies","New York City","United States","Irene Maddox","0.0","CA-2013-140501","10009","Fellowes Bankers Box Staxonsteel Drawer File/Stacking System","39","5","East","325","Consumer","2013-06-29T00:00:00.000Z","Standard Class","New York","Storage","5","426","Shipped Early","6","null","324.9","12.0","null","40.7262","-73.9796"
"2013-06-24T00:00:00.000Z","Office Supplies","New York City","United States","Irene Maddox","0.0","CA-2013-140501","10009","Tops White Computer Printout Paper","69","3","East","147","Consumer","2013-06-29T00:00:00.000Z","Standard Class","New York","Paper","5","192","Shipped Early","6","null","146.73","47.0","null","40.7262","-73.9796"
"2013-06-24T00:00:00.000Z","Office Supplies","New York City","United States","Irene Maddox","0.0","CA-2013-140501","10009","Translucent Push Pins by OIC","1","2","East","4","Consumer","2013-06-29T00:00:00.000Z","Standard Class","New York","Fasteners","5","5","Shipped Early","6","null","3.96","37.0","null","40.7262","-73.9796"
"2013-06-24T00:00:00.000Z","Office Supplies","New York City","United States","Sally Matthias","0.0","US-2013-154256","10035","Avery 487","12","7","East","26","Consumer","2013-06-28T00:00:00.000Z","Second Class","New York","Labels","4","34","Shipped Late","3","null","25.83","47.0","null","40.8011","-73.9371"
"2013-06-24T00:00:00.000Z","Office Supplies","San Francisco","United States","Ruben Dartt","0.0","CA-2013-140382","94109","Avery 516","10","3","West","22","Consumer","2013-06-26T00:00:00.000Z","Second Class","California","Labels","2","29","Shipped Early","3","null","21.93","47.0","null","37.7917","-122.4186"
"2013-06-24T00:00:00.000Z","Office Supplies","San Francisco","United States","Ruben Dartt","0.0","CA-2013-140382","94109","Mobile Personal File Cube","25","4","West","94","Consumer","2013-06-26T00:00:00.000Z","Second Class","California","Storage","2","123","Shipped Early","3","null","93.68","27.0","null","37.7917","-122.4186"
